393,19,23,24,25,31,46
392,7,11,20,23,33,37
391,3,7,10,12,30,33
390,3,16,25,41,43,49
389,21,22,26,37,45,50
388,27,30,31,35,37,40
387,2,13,37,38,45,46
386,18,22,23,28,38,47
385,4,7,19,21,26,54
384,17,23,29,39,44,50
383,13,19,21,24,25,50
382,4,26,42,46,49,50
381,2,19,33,45,48,54
380,1,11,19,32,33,43
379,5,7,10,13,50,51
378,3,5,28,34,40,52
377,10,39,41,42,43,50
376,21,33,34,38,39,51
375,17,23,30,46,48,49
374,6,26,27,32,41,49
373,20,21,28,29,30,49
372,27,28,29,43,52,54
371,1,24,33,35,43,50
370,6,19,20,29,36,46
369,3,10,11,33,36,44
368,4,22,23,32,46,51
367,6,9,17,21,23,46
366,4,8,16,18,28,49
365,4,5,6,34,38,53
364,22,26,31,32,38,51
363,9,10,14,19,21,25
362,8,11,12,39,40,45
361,4,10,18,20,45,50
360,2,17,19,24,37,50
359,8,11,12,21,24,45
358,16,25,29,32,37,54
357,12,13,25,45,49,52
356,4,33,34,35,36,45
355,7,20,21,22,46,54
354,4,34,35,37,40,51
353,1,9,22,25,36,51
352,7,19,27,37,40,44
351,2,12,20,27,40,41
350,1,25,33,41,47,49
349,1,5,13,40,42,44
348,13,21,31,37,40,43
347,12,21,26,31,34,36
346,3,10,23,33,34,40
345,1,4,25,32,40,51
344,16,34,45,49,52,53
343,14,19,21,31,48,49
342,5,19,21,31,34,39
341,9,20,31,36,44,50
340,5,14,16,26,30,46
339,8,9,13,18,35,38
338,19,24,34,43,45,52
337,1,7,11,23,31,45
336,4,27,31,34,36,52
335,1,4,12,13,14,52
334,8,12,14,15,35,38
333,1,20,43,49,51,53
332,7,10,15,17,23,37
331,5,11,17,19,33,38
330,20,26,29,42,49,52
329,3,15,30,35,45,51
328,7,17,20,43,49,53
327,2,6,13,24,39,41
326,6,16,33,37,42,50
325,9,13,29,39,43,50
324,1,13,18,24,35,50
323,9,24,26,29,36,47
322,5,7,14,27,45,47
321,6,25,26,37,38,53
320,10,22,33,40,46,54
319,4,9,12,21,41,45
318,12,15,19,26,50,52
317,25,29,33,37,41,44
316,1,3,7,14,15,40
315,12,22,37,39,42,48
314,5,21,29,39,47,48
313,5,9,12,14,16,18
312,1,3,4,8,14,50
311,2,13,23,27,32,43
310,4,14,19,24,42,53
309,14,26,30,37,44,54
308,11,18,19,24,44,45
307,12,21,23,29,36,48
306,5,13,17,20,34,54
305,6,13,25,30,50,53
304,2,6,31,34,40,45
303,2,7,15,19,23,54
302,8,14,24,29,46,47
301,15,19,28,43,50,54
300,2,13,18,19,38,45
299,8,11,12,26,29,37
298,11,19,22,24,27,45
297,2,12,18,19,43,50
296,18,21,29,45,48,54
295,4,10,12,19,41,46
294,31,35,38,39,41,45
293,3,4,13,34,37,46
292,4,12,22,31,37,43
291,20,24,31,35,50,53
290,16,17,19,20,23,49
289,1,7,8,37,40,49
288,19,23,27,39,44,46
287,5,12,26,32,51,53
286,3,7,17,21,30,46
285,6,16,32,35,48,51
284,7,12,14,35,48,52
283,26,29,31,32,40,46
282,14,21,22,34,47,51
281,9,21,23,31,38,41
280,11,29,30,33,34,51
279,10,14,20,43,46,51
278,2,5,42,44,51,52
277,7,8,15,43,44,53
276,1,15,19,32,37,38
275,7,12,26,30,34,47
274,1,7,11,26,27,39
273,6,21,34,36,40,52
272,4,7,16,40,43,54
271,6,23,24,36,46,47
270,19,23,26,28,36,49
269,2,4,9,16,18,35
268,3,12,32,33,37,53
267,3,11,38,39,40,52
266,5,22,28,38,46,48
265,3,27,30,31,34,52
264,11,17,34,45,49,54
263,1,4,6,28,45,54
262,12,21,22,32,41,54
261,1,8,12,42,48,51
260,10,24,29,32,42,45
259,7,10,13,36,37,41
258,20,31,35,41,48,51
257,11,17,27,29,33,37
256,1,2,10,12,45,53
255,4,15,18,42,44,47
254,5,14,31,43,48,50
253,4,5,13,17,33,45
252,8,13,23,33,36,51
251,1,3,9,19,35,45
250,4,15,19,33,41,48
249,2,3,13,23,24,40
248,6,24,25,39,43,48
247,23,25,35,39,40,41
246,5,17,38,44,48,50
245,10,16,18,30,36,37
244,6,11,22,44,46,54
243,1,19,20,25,29,34
242,21,22,36,43,48,54
241,15,22,23,26,33,42
240,2,11,21,26,33,53
239,1,20,35,46,49,54
238,5,26,30,35,45,50
237,1,9,13,30,31,33
236,10,26,27,41,42,47
235,7,10,15,32,43,51
234,2,5,10,21,27,32
233,1,5,15,29,49,51
232,18,26,28,31,50,52
231,2,6,20,41,49,53
230,20,22,26,32,49,50
229,3,9,29,34,36,42
228,4,11,24,30,37,42
227,17,20,24,26,34,48
226,8,15,28,35,46,54
225,19,20,29,33,34,52
224,9,17,18,24,31,53
223,1,8,10,31,38,48
222,1,14,18,27,30,40
221,7,9,26,29,31,34
220,4,14,15,16,22,27
219,12,20,21,32,35,47
218,11,15,22,27,37,50
217,2,39,42,43,46,49
216,3,5,6,22,23,53
215,13,19,20,25,30,36
214,26,30,36,41,51,54
213,1,18,24,48,50,54
212,7,16,33,34,43,48
211,17,18,20,31,36,42
210,19,21,24,25,29,51
209,1,2,16,33,36,42
208,15,17,22,23,32,43
207,1,25,32,43,45,51
206,5,16,19,21,32,44
205,1,2,8,14,31,42
204,7,17,23,29,31,39
203,17,22,24,27,41,45
202,1,17,26,28,38,50
201,14,22,25,28,47,53
200,2,20,22,38,44,47
199,7,42,45,47,52,54
198,14,17,20,21,35,51
197,1,2,4,13,28,50
196,5,13,20,31,40,47
195,5,14,20,23,24,35
194,2,15,17,22,33,37
193,19,22,25,38,45,48
192,5,12,15,49,50,51
191,7,13,23,30,44,47
190,5,15,16,21,23,53
189,1,9,21,29,50,51
188,6,9,22,26,39,50
187,21,29,36,44,45,54
186,5,17,19,25,44,46
185,15,18,20,28,41,49
184,15,17,37,39,44,53
183,1,3,24,36,37,41
182,17,18,34,35,41,52
181,10,22,27,28,30,48
180,34,36,38,39,44,51
179,3,29,39,48,52,53
178,6,14,39,43,44,53
177,17,20,28,34,38,40
176,24,26,31,34,45,50
175,6,10,16,33,36,41
174,5,12,13,26,36,40
173,9,14,16,36,38,47
172,1,17,21,35,36,45
171,11,15,19,25,35,37
170,1,16,22,25,34,46
169,6,23,35,36,40,41
168,10,26,30,35,36,41
167,8,13,16,25,35,53
166,2,29,34,35,43,45
165,10,13,18,27,35,46
164,9,10,12,35,41,52
163,10,13,14,15,46,54
162,15,22,31,37,45,53
161,15,22,29,30,35,53
160,1,25,36,39,44,50
159,14,21,25,26,33,40
158,17,30,34,45,46,50
157,4,15,20,33,37,45
156,3,21,41,44,51,53
155,5,10,12,35,46,47
154,3,18,19,26,39,47
153,6,13,16,18,37,41
152,4,12,16,30,41,49
151,6,23,25,32,40,45
150,5,7,30,31,34,43
149,2,4,13,27,47,54
148,5,6,13,18,25,44
147,13,29,34,40,46,47
146,11,15,28,32,42,49
145,6,10,14,28,35,46
144,1,2,5,15,27,31
143,1,2,14,18,36,38
142,3,9,15,26,49,52
141,10,19,25,32,37,44
140,17,26,32,43,48,54
139,13,30,40,41,44,47
138,10,21,35,39,44,50
137,5,7,17,20,33,49
136,13,22,24,28,43,53
135,3,14,18,28,43,50
134,11,31,35,36,47,49
133,10,12,17,27,30,32
132,4,7,12,18,21,22
131,4,7,8,9,14,28
130,4,21,31,41,49,51
129,3,8,9,18,37,54
128,1,2,15,29,46,47
127,1,6,13,21,23,34
126,11,31,32,35,43,44
125,4,9,14,22,45,51
124,8,22,27,31,36,42
123,6,10,12,14,26,47
122,4,21,24,28,31,54
121,2,16,37,39,46,52
120,25,26,32,35,40,51
119,2,9,10,38,40,43
118,13,17,23,29,38,46
117,12,35,39,43,47,54
116,20,36,43,45,52,54
115,10,11,18,42,46,49
114,15,16,22,35,45,54
113,6,18,29,30,37,41
112,35,38,41,48,49,54
111,6,23,40,41,53,54
110,1,4,12,13,24,29
109,9,26,31,37,38,48
108,18,29,33,34,41,45
107,6,20,24,27,33,35
106,1,18,22,33,42,47
105,2,8,17,33,43,49
104,5,6,23,34,37,41
103,1,5,13,24,35,45
102,8,17,33,36,44,47
101,4,6,13,34,35,51
100,13,18,27,33,43,45
99,15,21,22,33,39,54
98,4,28,33,36,50,54
97,2,22,35,39,45,49
96,2,6,11,20,46,54
95,11,16,25,29,37,43
94,16,18,22,39,43,54
93,9,13,15,27,35,50
92,2,7,14,23,34,44
91,3,5,13,14,23,39
90,9,17,19,25,35,37
89,3,8,12,29,38,44
88,4,5,13,34,46,49
87,2,3,33,41,42,48
86,8,27,29,36,37,52
85,12,14,23,27,35,50
84,1,5,9,26,35,45
83,7,23,34,41,52,53
82,4,13,14,17,19,38
81,1,10,23,25,43,49
80,13,26,28,43,50,54
79,7,8,13,20,32,33
78,5,12,17,19,20,43
77,26,41,42,46,47,49
76,3,14,20,29,40,54
75,1,18,26,31,33,46
74,2,8,13,19,32,39
73,2,5,29,38,41,51
72,3,5,8,17,39,44
71,12,17,24,25,35,52
70,4,10,27,31,34,42
69,4,9,19,32,35,40
68,1,11,17,33,41,45
67,14,16,17,32,46,49
66,5,6,26,34,39,44
65,18,23,33,34,41,47
64,5,14,22,36,37,41
63,5,16,20,23,31,48
62,4,7,28,51,52,54
61,9,18,25,29,33,35
60,7,10,12,16,36,41
59,9,17,31,32,45,50
58,15,18,26,29,33,35
57,4,34,37,41,50,54
56,12,14,25,28,30,37
55,14,15,28,37,42,43
54,13,15,20,35,38,48
53,23,28,46,47,50,52
52,21,25,37,39,46,50
51,2,3,20,26,47,48
50,3,22,40,41,43,44
49,1,8,11,13,37,41
48,9,17,24,32,49,50
47,24,28,30,44,45,50
46,2,8,31,34,42,47
45,13,16,20,30,49,54
44,1,9,13,31,38,49
43,15,17,33,47,52,54
42,10,13,25,28,32,33
41,1,2,4,5,34,47
40,13,26,28,45,46,49
39,9,28,37,42,43,54
38,2,3,31,35,39,53
37,9,11,14,15,42,44
36,2,11,16,22,30,39
35,15,16,17,31,32,37
34,11,21,24,41,48,54
33,8,12,17,46,47,50
32,2,14,37,41,45,46
31,10,17,19,37,40,49
30,14,17,24,30,32,43
29,2,11,17,19,25,29
28,7,39,46,47,53,54
27,12,14,20,35,43,50
26,19,27,35,36,45,48
25,26,31,32,33,34,50
24,4,17,21,24,37,42
23,12,23,27,43,44,46
22,1,9,10,30,47,53
21,7,18,20,28,32,37
20,2,12,16,18,32,43
19,9,27,31,35,43,44
18,18,21,24,30,36,54
17,28,31,36,40,47,50
16,9,13,15,21,29,46
15,1,19,24,31,35,39
14,1,9,12,26,30,40
13,1,15,35,36,40,49
12,8,12,13,16,26,42
11,2,8,16,39,46,51
10,1,10,15,20,22,49
9,7,8,28,32,36,37
8,12,13,15,31,37,53
7,8,22,30,45,49,52
6,7,23,30,32,39,51
5,11,29,30,31,33,35
4,9,18,23,35,45,51
3,5,6,11,21,22,30
2,16,22,28,29,46,52
1,24,35,37,39,48,54
